gene_name,dN,dS,omega
SLI_RS15000,0,0,0
SLI_RS15030,0,0.0118,0
SLI_RS15035,0.0036,0.016,0.22834
SLI_RS15045,0.0006,0.0387,0.01599
SLI_RS15050,0,0,0
SLI_RS15055,0,0.0238,0
SLI_RS15075,0.0034,0.0037,0.831615
SLI_RS15080,0.0014,0,NA
SLI_RS15085,0.0127,0.0047,2.71145
SLI_RS15125,0,0.0509,0
SLI_RS15145,0,0.0418,0
SLI_RS15160,0,0.0073,0
SLI_RS15165,0.0004,0.0289,0.00669
SLI_RS15175,0.0007,0.0244,0.02831
SLI_RS15180,0,0,0
SLI_RS15195,0.0007,0.0241,0.02882
SLI_RS15220,0,0.0309,0
SLI_RS15225,0.0034,0.0051,0.6631
SLI_RS15230,0.0029,0,NA
SLI_RS15240,0.0044,0.0027,1.60513
SLI_RS15250,0.006,0.0166,0.36055
SLI_RS15270,0,0,0
SLI_RS15275,0.0078,0,NA
SLI_RS15285,0.004,0.003,1.37253
SLI_RS15295,0.0034,0,NA
SLI_RS15305,0.0021,0,NA
SLI_RS15320,0.0041,0.0021,1.92816
SLI_RS15325,0.0014,0,NA
SLI_RS15330,0.0047,0.05905,NA
SLI_RS15345,0,0.0001,0
SLI_RS15350,0.0031,0,NA
SLI_RS15360,0.0025,0.0536,0.04683
SLI_RS15375,0.0021,0,NA
SLI_RS15380,0.00153333333333333,0.008,0.124366666666667
SLI_RS15385,0.0009,0.04,0.0219
SLI_RS15390,0,0.0037,0
SLI_RS15400,0.001,0.0137,0.07043
SLI_RS15405,0,0.0181,0
SLI_RS15415,0.00203333333333333,0.0000333333333333333,25.8626333333333
SLI_RS15435,0.0034,0.0031,1.10422
SLI_RS15445,0,0.0178,0
SLI_RS15450,0.0009,0.0427,0.02129
SLI_RS15460,0.0017,0.0066,0.25413
SLI_RS15465,0.001,0,NA
SLI_RS15470,0.0006,0.0225,0.02748
SLI_RS15480,0,0.0093,0
SLI_RS15485,0.0026,0.0589,0.04382
SLI_RS15495,0.003,0,NA
SLI_RS15500,0.0008,0.0054,0.15742
SLI_RS15505,0.0037,0,NA
SLI_RS15515,0.0025,0,NA
SLI_RS15520,0.0018,0.0039,0.45999
SLI_RS15530,0.0032,0.0101333333333333,NA
SLI_RS15545,0.0063,0.0034,1.86151
SLI_RS15550,0.0017,0,NA
SLI_RS15565,0.0008,0.0266,0.03151
SLI_RS15575,0,0.0352,0
SLI_RS15585,0,0.0031,0
SLI_RS15590,0,0,0
SLI_RS15595,0,0.022,0
SLI_RS15605,0.0031,0.0281,0.10915
SLI_RS15610,0.00215,0.00975,0.10884
SLI_RS15615,0,0.0077,0
SLI_RS15625,0,0.0275,0
SLI_RS15630,0.0053,0.0405333333333333,0.167366666666667
SLI_RS15635,0.01225,0.00615,NA
SLI_RS15645,0.0015,0,NA
SLI_RS15655,0.0003,0.0466,0.00646
SLI_RS15675,0.0008,0.039,0.02123
SLI_RS15680,0.0014,0,NA
SLI_RS15705,0.0012,0.0068,0.17863
SLI_RS15710,0,0.0044,0
SLI_RS15715,0,0,0
SLI_RS15720,0,0.026,0
SLI_RS15725,0.0022,0,NA
SLI_RS15735,0.0021,0,NA
SLI_RS15740,0,0,0
SLI_RS15750,0.0039,0,NA
SLI_RS15760,0.0025,0.0783,0.022155
SLI_RS15765,0.0028,0,NA
SLI_RS15770,0,0.0171,0
SLI_RS15775,0,0,0
SLI_RS15785,0,0.0061,0
SLI_RS15810,0.0006,0.0231,0.0266
SLI_RS15815,0.0013,0.0228,0.05771
SLI_RS15820,0,0,0
SLI_RS15825,0.0018,0.0064,0.2773
SLI_RS15830,0.0012,0.0587333333333333,0.00708666666666667
SLI_RS15840,0,0,0
SLI_RS15845,0.0009,0.0045,0.21018
SLI_RS15850,0.00195,0.02815,0.274415
SLI_RS15865,0.0016,0,NA
SLI_RS15870,0.0059,0,NA
SLI_RS15880,0.0007,0.0186,0.018655
SLI_RS15890,0,0.0112,0
SLI_RS15900,0.0005,0.0235,0.0211
SLI_RS15905,0,0.0368,0
SLI_RS15910,0.009,0.0037,2.43847
SLI_RS15915,0.00115,0,NA
SLI_RS15920,0.00222,0.015,NA
SLI_RS15930,0.0018,0.0209,0.08696
SLI_RS15950,0.00125,0,NA
SLI_RS15955,0,0.0342,0
SLI_RS15960,0,0.0127,0
SLI_RS15965,0.0103,0,NA
SLI_RS15970,0.0005,0.0442,0.01228
SLI_RS15980,0.003,0,NA
SLI_RS15985,0.0034,0.0028,1.2179
SLI_RS16005,0.0048,0.0025,1.88843
SLI_RS16015,0,0.0032,0
SLI_RS16020,0.0065,0,NA
SLI_RS16025,0.0064,0,NA
SLI_RS16030,0.0053,0.0247,0.21341
SLI_RS16040,0,0.00375,0
SLI_RS16045,0,0,0
SLI_RS16050,0,0.0242,0
SLI_RS16065,0.0038,0,NA
SLI_RS16100,0.0045,0.0025,1.80542
SLI_RS16130,0,0,0
SLI_RS16135,0,0.0566,0
SLI_RS16145,0.0046,0.0139,0.716725
SLI_RS16150,0.0029,0.06,0.0488
SLI_RS16155,0,0,0
SLI_RS16215,0.0882,0.0385,2.29124
SLI_RS16235,0.0129,0.0131,0.9859
SLI_RS16245,0.0038,0.0026,1.45773
SLI_RS16360,0.0016,0,NA
SLI_RS16380,0.00085,0.02935,0.01983
SLI_RS16385,0.0017,0.0345,0.052825
SLI_RS16390,0.00165,0.01825,NA
SLI_RS16400,0,0.0261,0
SLI_RS16410,0.00455,0.01025,0.22211
SLI_RS16425,0.0014,0.0297,0.04564
SLI_RS16430,0.0009,0.0456,0.01992
SLI_RS16485,0,0,0
SLI_RS16515,0,0,0
SLI_RS16520,0,0,0
SLI_RS16525,0.0086,0,NA
SLI_RS16530,0,0.0055,0
SLI_RS16570,0,0.0966,0
SLI_RS16575,0.0058,0,NA
SLI_RS16580,0,0.00225,0
SLI_RS16585,0.004,0.0051,0.78704
SLI_RS16595,0.0059,0,NA
SLI_RS16605,0,0.0025,0
SLI_RS16610,0,0,0
SLI_RS16615,0,0,0
SLI_RS16620,0.0008,0,NA
SLI_RS16625,0,0.039,0
SLI_RS16630,0.00085,0.0074,NA
SLI_RS16645,0.0111,0.0031,3.5955
SLI_RS16650,0.0055,0.01,0.55096
SLI_RS16660,0.0035,0.0049,0.71226
SLI_RS16670,0.008,0.0082,0.97
SLI_RS16675,0,0.0197,0
SLI_RS16680,0.0012,0,NA
SLI_RS16705,0.0022,0,NA
SLI_RS16710,0.0029,0.02465,NA
SLI_RS16715,0.0017,0.0057,0.29503
SLI_RS16725,0,0.0211,0
SLI_RS16730,0,0.0051,0
SLI_RS16735,0.002,0.0561,0.03488
SLI_RS16745,0,0,0
SLI_RS16755,0.0041,0.00145,NA
SLI_RS16765,0.001175,0.0123,0.3802025
SLI_RS16775,0.0016,0.0206,0.0795
SLI_RS16780,0,0.0146,0
SLI_RS16785,0.00105,0.01505,0.070465
SLI_RS16790,0.0032,0,NA
SLI_RS16795,0,0.0429,0
SLI_RS16835,0,0,0
SLI_RS16840,0.0022,0,NA
SLI_RS16845,0,0.0094,0
SLI_RS16850,0.00275,0.0501,0.181055
SLI_RS16855,0,0.0413,0
SLI_RS16860,0,0.0397,0
SLI_RS16870,0.0061,0.0015,4.18494
SLI_RS16885,0.0006,0.0878,0.00641
SLI_RS16890,0,0.0098,0
SLI_RS16900,0.0012,0.0413,0.0285
SLI_RS16915,0.0032,0.0022,1.45076
SLI_RS16925,0.00055,0,NA
SLI_RS16930,0.003,0.0038,0.78522
SLI_RS16935,0,0.0078,0
SLI_RS16940,0,0,0
SLI_RS16950,0.0074,0.0046,1.61667
SLI_RS16955,0.003,0.0287,0.10286
SLI_RS16960,0.0056,0.02565,NA
SLI_RS16965,0.03005,0.0307,NA
SLI_RS16970,0.0015,0.0084,0.17526
SLI_RS16980,0.0011,0,NA
SLI_RS16990,0.0054,0.0014,3.76417
SLI_RS17005,0.0027,0,NA
SLI_RS17010,0.008,0,NA
SLI_RS17040,0,0.009,0
SLI_RS17045,0,0,0
SLI_RS17055,0,0.04215,0
SLI_RS17065,0.0019,0.0173,0.11223
SLI_RS17070,0,0.1193,0
SLI_RS17075,0.0029,0.025,0.11444
SLI_RS17090,0.0042,0,NA
SLI_RS17095,0.00146666666666667,0.01125,NA
SLI_RS17110,0.00223333333333333,0.0207666666666667,NA
SLI_RS17120,0.00315,0.0062,NA
SLI_RS17125,0,0.0254,0
SLI_RS17130,0.00103333333333333,0.00246666666666667,0.141366666666667
SLI_RS17135,0.00945,0,NA
SLI_RS17140,0.012,0.0062,1.93826
SLI_RS17145,0,0.0032,0
SLI_RS17160,0.0089,0.005,1.79315
SLI_RS17170,0.0069,0.0057,1.21132
SLI_RS17520,0.0158,0.2226,0.0709
SLI_RS17525,0.02405,0.2061,0.117595
SLI_RS17535,0.0109,0.4189,0.02613
SLI_RS17540,0.0087,0.3329,0.02602
SLI_RS17555,0.0284,0.1894,0.14995
SLI_RS17565,0.024,0.0628,0.3823
SLI_RS17575,0.02105,0.14085,0.13905
SLI_RS17580,0.0035,0.2479,0.01429
SLI_RS17585,0.0948,0.2656,0.35709
SLI_RS17605,0.04335,0.2945,0.13777
SLI_RS17650,0,0,0
SLI_RS17665,0,0,0
SLI_RS17675,0.00825,0.0201,0.20518
SLI_RS17680,0.0017,0.0267,0.06489
SLI_RS17695,0.0002,0.0345,0.00265
SLI_RS17700,0,0.0362,0
SLI_RS17710,0.00195,0.006,NA
SLI_RS17720,0.00905,0.0234,0.82156
SLI_RS17745,0.0031,0.029,0.1054
SLI_RS17755,0,0,0
SLI_RS17760,0,0,0
SLI_RS17765,0,0,0
SLI_RS17780,0.0007,0.0012,0.5755
SLI_RS17785,0,0,0
SLI_RS17795,0.003,0,NA
SLI_RS17800,0.004,0,NA
SLI_RS17805,0.0027,0,NA
SLI_RS17810,0.0031,0.0031,1.00087
SLI_RS17815,0,0.065,0
SLI_RS17820,0,0,0
SLI_RS17830,0,0,0
SLI_RS17840,0,0.01765,0
SLI_RS17845,0,0.0031,0
SLI_RS17855,0.0044,0.002,2.17123
SLI_RS17865,0.0026,0.0192,2.4504
SLI_RS17875,0,0.0322,0
SLI_RS17880,0.0078,0,NA
SLI_RS17885,0.0162,0.0118,1.37362
SLI_RS17890,0.0059,0.036,0.16406
SLI_RS17895,0.0117,0,NA
SLI_RS17900,0,0.0344,0
SLI_RS17915,0.0095,0.0088,1.07715
SLI_RS17920,0.013,0.005,2.60447
SLI_RS17925,0.009,0.0093,0.96816
SLI_RS17930,0.0122,0.0028,4.38846
SLI_RS17935,0.0137,0.0091,1.50899
SLI_RS17940,0.0033,0.0101,0.33131
SLI_RS17945,0,0.015,0
SLI_RS17950,0.0095,0,NA
SLI_RS17960,0.0031,0,NA
SLI_RS17970,0,0.0463,0
SLI_RS17990,0.0007,0.0263,0.02782
SLI_RS18000,0,0.0345,0
SLI_RS18015,0.0017,0.04685,0.085945
SLI_RS18035,0,0.0649,0
SLI_RS18040,0,0,0
SLI_RS18045,0,0,0
SLI_RS18050,0,0.01845,0
SLI_RS18070,0.0031,0.00215,NA
SLI_RS18075,0,0,0
SLI_RS18080,0,0.0722,0
SLI_RS18085,0.00196666666666667,0.0240666666666667,NA
SLI_RS18105,0.0063,0,NA
SLI_RS18115,0.0028,0,NA
SLI_RS18120,0.006,0.0001,97.00853
SLI_RS18125,0,0.0314,0
SLI_RS18130,0.0034,0.0068,0.50076
SLI_RS18135,0.0015,0.0755,0.01963
SLI_RS18140,0.0009,0.0456,0.017705
SLI_RS18145,0.0017,0.0208,0.1308
SLI_RS18150,0,0.0309,0
SLI_RS18155,0.0034,0.074,0.046205
SLI_RS18165,0,0.1069,0
SLI_RS18180,0.0019,0,NA
SLI_RS18185,0.0171,0.0839,0.20349
SLI_RS18190,0.0031,0,NA
SLI_RS18195,0,0.0089,0
SLI_RS18215,0,0,0
SLI_RS18220,0.00245,0.00135,0.91449
SLI_RS18240,0,0.0191,0
SLI_RS18260,0.0049,0.0079,0.62416
SLI_RS18265,0.0064,0.0068,0.93509
SLI_RS18270,0,0.0358,0
SLI_RS18275,0,0.0752,0
SLI_RS18285,0,0.022,0
SLI_RS18290,0,0.0154,0
SLI_RS18300,0,0.0134,0
SLI_RS18320,0.0017,0,NA
SLI_RS18340,0,0.0026,0
SLI_RS18345,0,0.022,0
SLI_RS18350,0,0,0
SLI_RS18360,0.0016,0.0021,0.77025
SLI_RS18375,0,0.01145,0
SLI_RS18380,0,0,0
SLI_RS18390,0.0039,0,NA
SLI_RS18395,0.0051,0.0022,2.35716
SLI_RS18400,0.0009,0.0397,0.16365
SLI_RS18405,0,0.0546,0
SLI_RS18410,0,0,0
SLI_RS18425,0.001,0.0107,0.0929
SLI_RS18440,0.0038,0.0015,NA
SLI_RS18445,0.0057,0,NA
SLI_RS18450,0.0038,0.003,1.28345
SLI_RS18460,0,0.0956666666666667,0
SLI_RS18470,0,0,0
SLI_RS18480,0.0051,0.0175,0.2926
SLI_RS18485,0.0077,0.004,1.94712
SLI_RS18490,0.0762,0.5828,0.13076
SLI_RS18495,8.9797,4.4513,2.01732
SLI_RS18500,0.0146,0.08165,0.178095
SLI_RS18510,0.0183,0.364,0.0502
SLI_RS18525,0.0046,0.147,0.0312
SLI_RS18530,0,0,0
SLI_RS18535,0,0,0
SLI_RS18540,0.0044,0.0026,1.68602
SLI_RS18545,0.00085,0.06735,0.011675
SLI_RS18555,0,0,0
SLI_RS18575,0.00095,0.0009,0.538035
SLI_RS18590,0,0,0
SLI_RS18595,0,0,0
SLI_RS18600,0.0029,0,NA
SLI_RS18605,0,0.046,0
SLI_RS18610,0.005,0.0415,0.1203
SLI_RS18625,0.02685,0.15875,0.16743
SLI_RS18635,0.0019,0.00465,0.202015
SLI_RS18650,0.0078,0.0071,NA
SLI_RS18685,0.0016,0.0357666666666667,NA
SLI_RS18695,0.00105,0.0142,0.08303
SLI_RS18700,0,0.01325,0
SLI_RS18705,0.0023,0.0241,0.094
SLI_RS18715,0,0.0054,0
SLI_RS18730,0.00485,0,NA
SLI_RS18735,0.0115,0.0169,0.68225
SLI_RS18740,0.0092,0,NA
SLI_RS18775,0.009,0.0063,1.43707
SLI_RS18780,0,0,0
SLI_RS18795,0,0,0
SLI_RS18805,0.0024,0,NA
SLI_RS18810,0,0.0049,0
SLI_RS18835,0,0.037,0
SLI_RS18845,0.0092,0.0087,NA
SLI_RS18855,0,0.0359,0
SLI_RS18860,0,0,0
SLI_RS18870,0.0041,0.0079,0.52647
SLI_RS18880,0.0011,0.0253,0.04232
SLI_RS18890,0.0120333333333333,0.0183666666666667,NA
SLI_RS18900,0.002,0.0034,0.57551
SLI_RS18905,0,0,0
SLI_RS18910,0.0006,0.0242,0.0246
SLI_RS18930,0,0.0082,0
SLI_RS18940,0,0.0414,0
SLI_RS18965,0.0059,0.0001,44.5119
SLI_RS18975,0.000866666666666667,0.0215,NA
SLI_RS18990,0.002,0,NA
SLI_RS19000,0,0.0294,0
SLI_RS19010,0.008,0,NA
SLI_RS19015,0.0044,0,NA
SLI_RS19020,0.0079,0.0059,1.33337
SLI_RS19035,0.0011,0.0324,0.03253
SLI_RS19060,0.0007,0.0235,0.0306
SLI_RS19070,0.0044,0,NA
SLI_RS19080,0.00245,0,NA
SLI_RS19085,0,0.0324,0
SLI_RS19090,0.002,0.0002,11.18304
SLI_RS19095,0.0027,0.0186,0.14412
SLI_RS19100,0.002,0.0162,0.12346
SLI_RS19105,0,0.046,0
SLI_RS19110,0.0011,0.0122,0.09035
SLI_RS19115,0.0018,0.0554,0.0326
SLI_RS19125,0.00476666666666667,0.0314,NA
SLI_RS19135,0.0103,0.0016,6.38068
SLI_RS19155,0.0324666666666667,0.0397333333333333,0.75292
SLI_RS19160,0,0.0041,0
SLI_RS19165,0.0045,0.0158,0.28388
SLI_RS19175,0,0,0
SLI_RS19180,0.002,0,NA
SLI_RS19185,0.1023,0.074,1.38343
SLI_RS19190,0.0727,0.0715,1.01626
SLI_RS19195,0.0108,0.0037,2.90212
SLI_RS19200,0.0057,0.0014,4.08508
SLI_RS19215,0.00113333333333333,0.0238666666666667,0.0326
SLI_RS19225,0,0.0228,0
SLI_RS19230,0,0,0
SLI_RS19250,0,0,0
SLI_RS19260,0,0,0
SLI_RS19265,0.00545,0.0044,NA
SLI_RS19275,0.0054,0,NA
SLI_RS19280,0,0,0
SLI_RS19300,0,0,0
SLI_RS19305,0,0,0
SLI_RS19325,0,0.0376,0
SLI_RS19335,0.0014,0,NA
SLI_RS19360,0.0017,0.038,0.0455
SLI_RS19365,0.0018,0.006,0.1484
SLI_RS19370,0,0,0
SLI_RS19375,0.0042,0.0018,2.36286
SLI_RS19380,0.0128,0,NA
SLI_RS19385,0.0097,0,NA
SLI_RS19390,0.0051,0.0045,1.14141
SLI_RS19395,0.0044,0.0033,1.33232
SLI_RS19400,0,0.0225,0
SLI_RS19405,0,0.062,0
SLI_RS19410,0,0.0081,0
SLI_RS19415,0.0036,0.0143,0.25046
SLI_RS19420,0.0007,0.0263,0.02631
SLI_RS19425,0.001,0.011,0.08905
SLI_RS19440,0.001,0.0291,0.03262
SLI_RS19450,0.0066,0,NA
SLI_RS19455,0.0021,0,NA
SLI_RS19460,0.0019,0.0187,0.10221
SLI_RS19465,0,0.0149,0
SLI_RS19475,0.0031,0,NA
SLI_RS19485,0.005,0.004,1.26255
SLI_RS19495,0,0.0174,0
SLI_RS19500,0,0,0
SLI_RS19505,0,0,0
SLI_RS19525,0.0081,0,NA
SLI_RS19530,0.0011,0,NA
SLI_RS19535,0,0.0134,0
SLI_RS19555,0.0021,0.0056,0.187575
SLI_RS19560,0.001,0.0176,0.05724
SLI_RS19565,0,0,0
SLI_RS19570,0.00523333333333333,0,NA
SLI_RS19575,0.0039,0.0121,0.32391
SLI_RS19590,0.0037,0.0032,1.15203
SLI_RS19650,0.0157,0,NA
SLI_RS19655,0.003,0.0023,1.27274
SLI_RS19665,0.0014,0.0245,0.05524
SLI_RS19675,0.002875,0.00495,NA
SLI_RS19705,0.0043,0.0076,0.55986
SLI_RS19715,0,0.0138,0
SLI_RS19720,0,0.0474,0
SLI_RS19725,0.0037,0.0293,0.287065
SLI_RS19735,0.00265,0.011,0.12029
SLI_RS19750,0.0014,0,NA
SLI_RS19755,0,0,0
SLI_RS19760,0.0014,0.0241,0.05915
SLI_RS19775,0,0.0759,0
SLI_RS19790,0.0021,0.0158,0.1303
SLI_RS19800,0,0,0
SLI_RS19805,0.0014,0.0069,0.20259
SLI_RS19810,0,0.0705,0
SLI_RS19815,0.0016,0.0198,0.08268
SLI_RS19820,0.0091,0.0234,0.39151
SLI_RS19825,0,0.0389,0
SLI_RS19830,0,0.0172,0
SLI_RS19835,0,0.0469,0
SLI_RS19845,0.0033,0,NA
SLI_RS19905,0.0105,0.0138,0.76262
SLI_RS19915,0.00125,0.03975,0.02296
SLI_RS19920,0,0,0
SLI_RS19935,0.0021,0.0014,1.44404
SLI_RS19955,0.0029,0,NA
SLI_RS19970,0,0.0153,0
SLI_RS19975,0.00355,0.018,0.18526
SLI_RS19985,0.00405,0.02355,0.085745
SLI_RS19990,0.0053,0,NA
SLI_RS19995,0.0046,0.0112,NA
SLI_RS20005,0.0071,0,NA
SLI_RS20010,0,0,0
SLI_RS20015,0,0,0
SLI_RS20020,0.0019,0,NA
SLI_RS20025,0.0011,0.0024,0.44263
SLI_RS20030,0.0028,0.009,0.31203
SLI_RS20035,0.0017,0,NA
SLI_RS20040,0,0,0
SLI_RS20045,0.00305,0.00455,NA
SLI_RS20055,0.0026,0.0246,0.10553
SLI_RS20060,0.0014,0.0477,0.0291
SLI_RS20070,0,0,0
SLI_RS20075,0,0.0403,0
SLI_RS20080,0.0013,0.05,0.02526
SLI_RS20085,0,0.01895,0
SLI_RS20090,0,0.01765,0
SLI_RS20100,0,0.0081,0
SLI_RS20105,0.0036,0.01,0.35895
SLI_RS20110,0.00075,0.0252,0.02199
SLI_RS20130,0,0,0
SLI_RS20145,0.0168,0.0142,1.18242
SLI_RS20150,0,0.0612,0
SLI_RS20155,0,0,0
SLI_RS20160,0,0.0141,0
SLI_RS20220,0.0221333333333333,0.0219333333333333,1.25050666666667
SLI_RS20225,0.0051,0,NA
SLI_RS20235,0.00018,0.0202,0.005154
SLI_RS20255,0,0,0
SLI_RS20265,0.0068,0,NA
SLI_RS20275,0,0.011,0
SLI_RS20280,0.0167,0,NA
SLI_RS20285,0,0,0
SLI_RS20300,0,0,0
SLI_RS20305,0,0,0
SLI_RS20310,0,0,0
SLI_RS20320,0.0033,0,NA
SLI_RS20325,0,0,0
SLI_RS20355,0,0.0777,0
SLI_RS20365,0.0044,0,NA
SLI_RS20370,0.0097,0,NA
SLI_RS20375,0.0019,0,NA
SLI_RS20400,0.0082,0,NA
SLI_RS20410,0,0,0
SLI_RS20415,0.0056,0.0082,0.68315
SLI_RS20420,0.0078,0,NA
SLI_RS20430,0.0025,0.0077,0.32104
SLI_RS20435,0.0017,0.0264,0.06601
SLI_RS20440,0.0073,0.03685,0.176475
SLI_RS20455,0.001,0.004,0.26013
SLI_RS20465,0.0032,0.0031,1.04087
SLI_RS20470,0,0.0445,0
SLI_RS20475,0,0,0
SLI_RS20485,0.0018,0.032,0.05554
SLI_RS20540,0.00665,0.00595,0.55868
SLI_RS20550,0.0045,0,NA
SLI_RS20580,0.0009,0.0596,0.01486
SLI_RS20585,0,0,0
SLI_RS20615,0,0,0
SLI_RS20620,0.00135,0,NA
SLI_RS20625,0.0008,0.0278,0.02863
SLI_RS20635,0,0.0706,0
SLI_RS20640,0,0.1224,0
SLI_RS20655,0.003425,0.002825,NA
SLI_RS20675,0.0069,0.0434,0.15829
SLI_RS20680,0.0036,0.0099,0.36168
SLI_RS20690,0.00155,0,NA
SLI_RS20695,0,0.0446,0
SLI_RS20705,0.0021,0.0165,0.12937
SLI_RS20715,0,0,0
SLI_RS20725,0.0027,0.0396,0.06794
SLI_RS20730,0.0028,0.0472,0.06035
SLI_RS20755,0.0051,0,NA
SLI_RS20760,0.006,0.0019,3.13501
SLI_RS20770,0,0.0203,0
SLI_RS20780,0.0047,0,NA
SLI_RS20790,0.00225,0,NA
SLI_RS20795,0.004625,0.022275,NA
SLI_RS20800,0.00366666666666667,0.00143333333333333,NA
SLI_RS20805,0,0,0
SLI_RS20810,0.0048,0.00743333333333333,NA
SLI_RS20820,0.00175,0.006,0.463655
SLI_RS20825,0.0093,0,NA
SLI_RS20840,0.0047,0,NA
SLI_RS20845,0.0284,0.0492666666666667,0.491776666666667
SLI_RS20850,0,0,0
SLI_RS20855,0.00295,0,NA
SLI_RS20860,0.0089,0.0036,2.50852
SLI_RS20865,0.00515,0,NA
SLI_RS20870,0.0088,0.0018,4.7534
SLI_RS20885,0.0066,0,NA
SLI_RS20890,0.0038,0,NA
SLI_RS20895,0.00196666666666667,0.0015,NA
SLI_RS20900,0.0055,0.0285,0.1945
SLI_RS20905,0.002,0.0324,0.06104
SLI_RS20915,0,0,0
SLI_RS20920,0.0044,0,NA
SLI_RS20925,0.00145,0.00655,0.174845
SLI_RS20930,0,0.0094,0
SLI_RS20935,0.0008,0,NA
SLI_RS20940,0.0018,0,NA
SLI_RS20960,0.0063,0.0037,1.7029
SLI_RS20965,0.01375,0.03485,0.405175
SLI_RS20970,0.01055,0.00445,NA
SLI_RS20975,0.0081,0.1289,0.06317
SLI_RS20980,0.0055,0.01315,NA
SLI_RS20985,0.00305,0.0386,0.086375
SLI_RS21000,0.0024,0.0054,NA
SLI_RS21005,0.0035,0,NA
SLI_RS21010,0,0,0
SLI_RS21015,0,0.0679,0
SLI_RS21020,0,0,0
SLI_RS21025,0,0,0
SLI_RS21035,0,0.0064,0
SLI_RS21040,0.0022,0,NA
SLI_RS21045,0.0049,0,NA
SLI_RS21070,0,0,0
SLI_RS21090,0.0032,0.0124,0.25834
SLI_RS21105,0.0016,0.0062,0.26464
SLI_RS21120,0,0.0598,0
SLI_RS21130,0,0.011,0
SLI_RS21140,0,0.062,0
SLI_RS21145,0,0.025,0
SLI_RS21150,0,0.00005,0
SLI_RS21185,0,0.00955,0
SLI_RS21195,0,0.0408,0
SLI_RS21200,0.0028,0.001,2.85353
SLI_RS21210,0.0019,0.005,0.38225
SLI_RS21250,0.0016,0.0179,0.09041
SLI_RS21285,0.0014,0,NA
SLI_RS21300,0,0.0651,0
SLI_RS21320,0,0.0001,0
SLI_RS21325,0.0018,0.0414,0.04258
SLI_RS21340,0.0012,0.0142,0.041835
SLI_RS21350,0,0.0396,0
SLI_RS21360,0.0043,0,NA
SLI_RS21365,0,0,0
SLI_RS21370,0.003,0.02745,0.15132
SLI_RS21375,0.0027,0.0019,1.4143
SLI_RS21395,0.001,0.0076,0.13095
SLI_RS21405,0.0041,0,NA
SLI_RS21410,0.0032,0.00765,NA
SLI_RS21425,0.0026,0.0032,0.81703
SLI_RS21430,0.0034,0.00995,1.338565
SLI_RS21435,0.0064,0,NA
SLI_RS21450,0.0039,0.0101,0.38678
SLI_RS21460,0.010625,0.085575,NA
SLI_RS21465,0.00323333333333333,0.0449333333333333,NA
SLI_RS21470,0.0013,0.0056,0.24153
SLI_RS21485,0.0035,0.00625,NA
SLI_RS21490,0.0021,0,NA
SLI_RS21505,0.00025,0.0122,0.010985
SLI_RS21510,0,0,0
SLI_RS21515,0.0014,0.0226,0.06069
SLI_RS21525,0.0042,0.0036,1.18011
SLI_RS21530,0.0068,0,NA
SLI_RS21535,0,0,0
SLI_RS21540,0,0.0427,0
SLI_RS21545,0,0.0001,0
SLI_RS21550,0,0,0
SLI_RS21555,0,0.0449,0
SLI_RS21560,0.0047,0,NA
SLI_RS21570,0.0025,0.0028,0.90854
SLI_RS21595,0.0041,0,NA
SLI_RS21600,0.0013,0,NA
SLI_RS21610,0.001,0,NA
SLI_RS21620,0.0027,0.082,0.03295
SLI_RS21625,0.001,0,NA
SLI_RS21630,0.0044,0,NA
SLI_RS21640,0.00196666666666667,0,NA
SLI_RS21650,0,0,0
SLI_RS21680,0,0,0
SLI_RS21690,0,0,0
SLI_RS21700,0.2466,193.2557,0.00128
SLI_RS21705,0.0165,0.0053,3.14654
SLI_RS21710,0,0,0
SLI_RS21725,0.0014,0.0934,0.01469
SLI_RS21730,0.006,0.0001,88.83928
SLI_RS21735,0.0033,0.0042,0.78903
SLI_RS21745,0,0,0
SLI_RS21750,0.0035,0,NA
SLI_RS21755,0.0088,0,NA
SLI_RS21760,0.0033,0,NA
SLI_RS21765,0.001,0,NA
SLI_RS21770,0.0041,0,NA
SLI_RS21780,0.001,0.009,0.1073
SLI_RS21795,0.0039,0.0059,0.66655
SLI_RS21800,0.00745,0.01505,0.62566
SLI_RS21820,0.0029,0.0072,0.39968
SLI_RS21835,0.0108,0.0042,2.57028
SLI_RS21840,0.0066,0,NA
SLI_RS21845,0.0009,0,NA
SLI_RS21850,0.0025,0.0029,0.87057
SLI_RS21860,0.0054,0,NA
SLI_RS21870,0.0067,0.0128,0.52271
SLI_RS21875,0.003,0.02585,NA
SLI_RS21885,0.0028,0.0026,1.06805
SLI_RS21890,0.0015,0,NA
SLI_RS21900,0.0029,0,NA
SLI_RS21910,0.0047,0.0045,1.05009
SLI_RS21925,0.0046,0.0038,1.20822
SLI_RS21930,0.0007,0.0127,0.05352
SLI_RS21940,0,0,0
SLI_RS21945,0,0,0
SLI_RS21950,0.012,0.0222,0.54127
SLI_RS21960,0.002,0.0053,0.37352
SLI_RS21970,0,0.0381,0
SLI_RS21975,0.0033,0,NA
SLI_RS21980,0,0,0
SLI_RS21985,0,0.1764,0
SLI_RS21990,0.003,0.0208333333333333,NA
SLI_RS21995,0.00095,0.01655,0.040635
SLI_RS22000,0,0,0
SLI_RS22005,0.0028,0,NA
SLI_RS22015,0,0,0
