gene_name,dN,dS,omega,midpoint,tmp_pos
I33_RS18600,0.0513,0.3148,0.16301,3751471,464135
I33_RS18610,0.0161,0.362,0.04457,3753002.5,462603.5
I33_RS18620,0.0256,0.3884,0.06588,3754612,460994
I33_RS18625,0.0529,0.337,0.17704,3755925.75,459680.25
I33_RS18635,0.0059,0.2971,0.01983,3757397,458209
I33_RS18640,0.038,0.2937,0.12949,3758837.5,456768.5
I33_RS18645,0.0733,0.34265,0.2002,3759581.25,456024.75
I33_RS18650,0.0753,0.3875,0.180685,3761200,454406
I33_RS18660,0.0159,0.2261,0.07038,3762207,453399
I33_RS18665,0.0113,0.3611,0.03123,3763388,452218
I33_RS18670,0.0371,0.2473,0.137815,3764875.75,450730.25
I33_RS18675,0.0473,0.3379,0.14,3766378.5,449227.5
I33_RS18680,0.0125,0.3208,0.03885,3767565.5,448040.5
I33_RS18685,0.0208,0.27245,0.082745,3768779.75,446826.25
I33_RS18690,0.0682,0.2272,0.30035,3770198,445408
I33_RS18695,0.0356,0.4516,0.07889,3770604.5,445001.5
I33_RS18705,0.0219,0.3105,0.07045,3771566.5,444039.5
I33_RS18720,0.01415,0.27065,0.053985,3773298.75,442307.25
I33_RS18730,0.0231,0.2365,0.09763,3775999,439607
I33_RS18735,0.0384,0.2919,0.13165,3777239,438367
I33_RS18740,0.0022,0.1422,0.0154,3778604,437002
I33_RS18745,0.0355666666666667,0.257366666666667,0.176226666666667,3780246.16666667,435359.833333333
I33_RS18750,0.0051,0.1458,0.03488,3782201.5,433404.5
I33_RS18755,0.005,0.1408,0.03537,3783369.5,432236.5
I33_RS18765,0.0327,0.1582,0.20689,3785672.5,429933.5
I33_RS18770,0.0012,0.02845,0.030765,3786465,429141
I33_RS18775,0.0075,0.1255,0.05966,3787811.5,427794.5
I33_RS18780,0.0089,0.4377,0.02027,3788740.5,426865.5
I33_RS18785,0.0065,0.2358,0.02778,3789813.5,425792.5
I33_RS18790,0.003,0.3175,0.00949,3791423.5,424182.5
I33_RS18795,0.03345,0.21135,0.15942,3792321.25,423284.75
I33_RS18805,0.0228,0.3572,0.06393,3793487.5,422118.5
I33_RS18810,0.0313,0.3736,0.08375,3794387.5,421218.5
I33_RS18815,0.0323,0.245066666666667,0.154436666666667,3795552.66666667,420053.333333333
I33_RS18820,0.044,0.3118,0.14096,3796647,418959
I33_RS18825,0.0013,0.2165,0.00611,3797627.5,417978.5
I33_RS18830,0.051,0.1859,0.27421,3799066,416540
I33_RS18835,0.028,0.2266,0.12343,3800047,415559
I33_RS18840,0.0056,0.2205,0.02541,3801266.5,414339.5
I33_RS18845,0.0242,0.2108,0.11497,3802698.5,412907.5
I33_RS18850,0,0.0209,0,3803181,412425
I33_RS18855,0,0.2443,0,3804038.5,411567.5
I33_RS18860,0.0044,0.2545,0.01726,3805572.5,410033.5
I33_RS18865,0.0022,0.2486,0.00884,3806730.5,408875.5
I33_RS18870,0.0092,0.1553,0.05941,3808073,407533
I33_RS18875,0.0047,0.0996,0.04675,3808940.5,406665.5
I33_RS18880,0,0.3943,0,3809735.5,405870.5
I33_RS18885,0.01565,0.23605,0.093985,3810923.5,404682.5
I33_RS18890,0.021,0.2138,0.09832,3812819,402787
I33_RS18895,0.0184,0.3598,0.05114,3813812.5,401793.5
I33_RS18910,0.09275,0.72715,0.12816,3817261,398345
I33_RS18915,0.02145,0.32885,0.065735,3818693,396913
I33_RS18940,0.0238,0.3451,0.06883,3822321,393285
I33_RS18945,0.0349,0.35275,0.1039025,3825509,390097
I33_RS18950,0.0173,0.2147,0.08036,3830379,385227
I33_RS18955,0.0697,0.402,0.17352,3831120.5,384485.5
I33_RS18960,0.01595,0.34045,0.04605,3832395.25,383210.75
I33_RS18965,0.0099,0.2797,0.03545,3834482,381124
I33_RS18990,0.0167,0.2326,0.07194,3836996,378610
I33_RS19000,0,0.1044,0,3837759.5,377846.5
I33_RS19005,0.0164,0.247,0.06621,3838198,377408
I33_RS19015,0.05625,0.3314,0.171995,3839815.75,375790.25
I33_RS19025,0.0468,0.3044,0.15382,3841373.5,374232.5
I33_RS19035,0.0983,0.391,0.25137,3845090.5,370515.5
I33_RS19045,0.0257,0.3001,0.08557,3846564.5,369041.5
I33_RS19050,0.0083,0.2333,0.03547,3848289,367317
I33_RS19055,0.0035,0.2867,0.01204,3849175.5,366430.5
I33_RS19060,0.0194,0.3307,0.05876,3850855.5,364750.5
I33_RS19065,0.0209,0.3565,0.058155,3852746.25,362859.75
I33_RS19070,0.0155,0.1675,0.061605,3853753.25,361852.75
I33_RS19075,0.0467,0.3503,0.13324,3855214,360392
I33_RS19095,0.0076,0.2265,0.03353,3859249,356357
I33_RS19105,0.0167,0.271166666666667,0.0641966666666667,3861842,353764
I33_RS19110,0.0445,0.3945,0.1129,3862844,352762
I33_RS19115,0.0162,0.29075,0.06184,3864298,351308
I33_RS19125,0.0086,0.1749,0.04901,3865840.5,349765.5
I33_RS19130,0.0109,0.3246,0.03357,3866985.5,348620.5
I33_RS19140,0.04445,0.3107,0.14264,3868157.25,347448.75
I33_RS19150,0.0175,0.2609,0.06699,3870076,345530
I33_RS19160,0.0069,0.3381,0.02039,3871380,344226
I33_RS19170,0.0321,0.3603,0.08899,3872485.5,343120.5
I33_RS19175,0.008,0.4332,0.01852,3873219.5,342386.5
I33_RS19195,0.0217,0.3176,0.06816,3876484.5,339121.5
I33_RS19210,0.0201,0.3269,0.06133,3879739.5,335866.5
I33_RS19220,0.0138,0.3949,0.03504,3881150.5,334455.5
I33_RS19225,0.0165,0.3974,0.045195,3882158.75,333447.25
I33_RS19230,0.0064,0.2959,0.02168,3883202,332404
I33_RS19235,0.022,0.3342,0.06572,3884764,330842
I33_RS19240,0.0229,0.2795,0.08194,3885610.5,329995.5
I33_RS19245,0.0841,0.3087,0.272915,3886948,328658
I33_RS19250,0.0322,0.3392,0.09491,3888304.5,327301.5
I33_RS19255,0.0348,0.2176,0.15999,3889298,326308
I33_RS19260,0.0227,0.2205,0.10283,3890316.5,325289.5
I33_RS19265,0.047,0.2881,0.16321,3891634,323972
I33_RS19270,0.0205,0.1801,0.11387,3892718,322888
I33_RS19275,0.0158,0.2202,0.070915,3893964.5,321641.5
I33_RS19285,0.0267,0.3002,0.089,3895124,320482
I33_RS19295,0.0478,0.3764,0.12697,3896973.5,318632.5
I33_RS19300,0.0207,0.423,0.056625,3898401.25,317204.75
I33_RS19315,0.0054,0.2155,0.02509,3901370.5,314235.5
I33_RS19320,0.0418,0.4394,0.0952,3902926.5,312679.5
I33_RS19330,0.0177,0.6298,0.02809,3904341.5,311264.5
I33_RS19340,0.0484,0.5821,0.08316,3905718,309888
I33_RS19345,0,0.2564,0,3907163,308443
I33_RS19355,0.0241,0.3112,0.07741,3909054,306552
I33_RS19370,0.0298,0.4088,0.07295,3910802.5,304803.5
I33_RS19375,0.0231,0.2838,0.08122,3911851.5,303754.5
I33_RS19380,0.0789,1.4895,0.063335,3912858,302748
I33_RS19385,0,0.189,0,3914142,301464
I33_RS19390,0.0125,0.10685,0.114875,3914750,300856
I33_RS19395,0.0035,0.2024,0.01741,3916293.5,299312.5
I33_RS19400,0.0091,0.1638,0.05562,3917774,297832
I33_RS19410,0.0344,0.3199,0.10745,3919863.5,295742.5
I33_RS19415,0.0279,0.24995,0.108205,3922355,293251
I33_RS19420,0.02785,0.2214,0.20491,3923734.5,291871.5
I33_RS19435,0.0193,0.343,0.05628,3926099.5,289506.5
I33_RS19445,0.0261,0.3246,0.08027,3927307,288299
I33_RS19450,0.0375,0.185,0.20252,3928075,287531
I33_RS19460,0.0366,0.4722,0.07745,3931047,284559
I33_RS19475,0.0237,0.2453,0.0951466666666667,3933985.16666667,281620.833333333
I33_RS19480,0.035925,0.340525,0.11176,3936055.375,279550.625
I33_RS19485,0.0245,0.5643,0.04337,3937325,278281
I33_RS19500,0.0501,0.2075,0.24145,3940759.5,274846.5
I33_RS19515,0.0323,0.344,0.09396,3942923.5,272682.5
I33_RS19520,0.0244,0.2164,0.1127,3944088,271518
I33_RS19530,0.04845,0.48695,0.100805,3945438.25,270167.75
I33_RS19540,0.0189,0.3271,0.05772,3946686,268920
I33_RS19545,0.0434,0.4884,0.08885,3947780,267826
I33_RS19550,0.0455,0.3906,0.1164,3949237,266369
I33_RS19555,0.0075,0.2174,0.03461,3951193.5,264412.5
I33_RS19560,0.0125,0.1728,0.05509,3952605,263001
I33_RS19570,0.0062,0.1858,0.03337,3954379.5,261226.5
I33_RS19575,0.0089,0.16215,0.070795,3955458.5,260147.5
I33_RS19580,0.0202,0.2351,0.084155,3957403.75,258202.25
I33_RS19610,0.01935,0.3621,0.05343,3960440.5,255165.5
I33_RS19615,0,0.1858,0,3961720,253886
I33_RS19620,0.0397,0.2532,0.15677,3962965.5,252640.5
I33_RS19635,0.0216,0.2546,0.08491,3964573,251033
I33_RS19640,0.0504666666666667,0.423633333333333,0.119503333333333,3966838.33333333,248767.666666667
I33_RS19650,0.064125,0.3389,0.2018325,3969274.125,246331.875
I33_RS19655,0.0377,0.2694,0.14012,3970583,245023
I33_RS19665,0.0096,0.2086,0.04611,3971730,243876
I33_RS19675,0.0541,0.3267,0.16567,3972863,242743
I33_RS19685,0.0267,0.4133,0.06463,3974223,241383
I33_RS19700,0.0085,0.2303,0.03702,3977291.5,238314.5
I33_RS19710,0.0119,0.3392,0.03503,3978503,237103
I33_RS19730,0.0686,0.4074,0.16842,3981973.5,233632.5
I33_RS19735,0.138,0.2583,0.53453,3983079,232527
I33_RS19740,0.0582,0.3509,0.1658,3983606.5,231999.5
I33_RS19755,0.0038,0.4002,0.0094,3984681.5,230924.5
I33_RS19780,0.0058,0.59045,0.008565,3988071.75,227534.25
I33_RS19785,0.0127,0.4195,0.03021,3990469.5,225136.5
I33_RS19820,0.0258,0.3578,0.07201,3995691,219915
I33_RS19835,0.0346,0.4623,0.07406,3997997.75,217608.25
I33_RS19845,0.016,0.2957,0.05423,3999918,215688
I33_RS19850,0.0198,0.3082,0.06431,4001655.5,213950.5
I33_RS19855,0.0252,0.2997,0.08395,4002337,213269
I33_RS19860,0.0371,0.3554,0.10446,4003423.5,212182.5
I33_RS19870,0.1124,0.4263,0.26379,4004700,210906
I33_RS19880,0.0095,0.2834,0.03343,4006348.5,209257.5
I33_RS19885,0.03815,0.42995,0.09408,4008560.5,207045.5
U712_RS01560,0.0379,0.3613,0.10496,287099.5,287099.5
U712_RS01695,0.0148,0.2573,0.05758,314411.5,314411.5
U712_RS01705,0.0037,0.3353,0.01098,317057.5,317057.5
U712_RS02675,0.0055,0.266,0.02079,523272.5,523272.5
U712_RS03230,0.0495,0.4749,0.10426,624826,624826
U712_RS06190,0.0047,0.2411,0.0196,1222991.5,1222991.5
U712_RS06255,0.0036,0.1361,0.02613,1234712,1234712
U712_RS06265,0.0017,0.2728,0.0062,1238060,1238060
U712_RS07205,0.0163,0.1356,0.12042,1412981,1412981
U712_RS07390,0.0266,0.3026,0.08789,1452327.5,1452327.5
U712_RS07555,0,0.312,0,1485674.5,1485674.5
U712_RS07600,0.039,0.206,0.18946,1494885.5,1494885.5
U712_RS07705,0.005,0.2934,0.01691,1513182.5,1513182.5
U712_RS07715,0.0472,0.4377,0.10778,1514506,1514506
U712_RS08360,0.0223,0.3501,0.06357,1648618,1648618
U712_RS08685,0.0263,0.2712,0.09704,1711292,1711292
U712_RS09120,0.0351,0.172,0.20391,1860192,1860192
U712_RS09125,0.0268,0.2633,0.10183,1862048,1862048
U712_RS09155,0.0293,0.28,0.10472,1866861,1866861
U712_RS09160,0,0.0701,0,1867483.5,1867483.5
U712_RS09230,0.0061,0.2764,0.02198,1879092,1879092
U712_RS09315,0.0409,0.3151,0.12964,1891038,1891038
U712_RS13800,0.0255,0.3612,0.07069,2764428.5,1451177.5
U712_RS13875,0.0561,0.4831,0.11608,2778020.5,1437585.5
U712_RS14245,0.0343,0.3454,0.09941,2857193,1358413
U712_RS14765,0.033,0.3246,0.1016,2962830.5,1252775.5
U712_RS14770,0.0155,0.3807,0.04082,2963652.5,1251953.5
U712_RS14775,0.02885,0.2892,0.104195,2964593,1251013
U712_RS14795,0.0118,0.2831,0.04155,2968450,1247156
U712_RS14835,0.008,0.2006,0.03991,2978165.5,1237440.5
U712_RS15505,0.0162,0.336,0.04837,3101528.5,1114077.5
U712_RS15565,0.3529,2.1554,0.16374,3117400.5,1098205.5
U712_RS16725,0.0421,0.3829,0.10999,3347478,868128
U712_RS17415,0.0261,0.3617,0.07212,3493156.5,722449.5
U712_RS17840,0.0764,0.39,0.19584,3579858.5,635747.5
U712_RS18005,0.0192,0.3057,0.06288,3607873.5,607732.5
U712_RS18265,0.8792,128.3946,0.00685,3660416,555190
U712_RS18285,0.1174,3.3351,0.0352,3664813.5,550792.5
U712_RS19730,0.0183,0.5565,0.03287,3959177,256429
U712_RS20120,0.0215,0.3733,0.05769,4027304,188302
U712_RS20135,0.0415,0.2937,0.14116,4031177.5,184428.5
U712_RS20140,0.0293,0.2297,0.12776,4032018.5,183587.5
